,sin(GLAT),cos(GLON),sin(GLON),log10(Energy_Flux100),log10(Unc_Energy_Flux100),log10(Signif_Avg),LP_index1000MeV,LP_beta,LP_SigCurv,log10(Variability_Index),CLASS1,1_RF,1_NN,2_RF,2_NN,3_RF,3_NN,4_RF,4_NN,5_RF,5_NN
4FGL J0732.7-4638,-0.22214602,-0.18927285,-0.98192453,-11.312776,-12.013111,1.0478798,2.9209583,0.4325202703475952,4.710197925567627,1.9921364,bcu,0.12858582731338147,0.014831582137242637,0.019298245614035092,0.005967162918484772,0.003508771929824561,0.0011453744538646139,0.776662101536521,0.9399396480448524,0.07194505360623786,0.03811623244555582
4FGL J0733.0+4915,0.45039454,-0.9813026,0.19247134,-11.942128,-12.394115,0.583775,2.4399242,-0.0487098842859268,0.5454890727996826,1.0450917,bcu,0.3942650529253088,0.6056167328750574,0.0,0.0017295844625314703,0.0010526315789473684,0.0029650874226439094,0.5824344029335898,0.3784682079563619,0.022247912562154054,0.011220387283405448
4FGL J0733.1+5910,0.4740201,-0.926213,0.3770006,-11.602299,-12.5088215,1.0183282,2.0917368,0.1520716995000839,1.867252349853516,0.9033672,bcu,0.7243547024045167,0.7876414890261549,0.0163662870548983,0.006859224886106724,0.001969947791442939,0.007184767397198153,0.24849349290670425,0.19065993118266025,0.008815569842437936,0.007654587507879952
4FGL J0733.3-7615,-0.4044864,0.31137845,-0.950286,-12.035936,-12.545778,0.63465786,0.88453174,0.1491200923919677,1.163650631904602,1.0784396,unas,0.8454400773233626,0.9339942681766406,0.00036491887585490915,0.001635068827129727,0.02721921243483605,0.030246566899297805,0.12317695665457873,0.028847006975298125,0.0037988347113677265,0.005277089121633628
4FGL J0733.4+5152,0.45887366,-0.9703863,0.24155818,-11.544633,-12.43601,1.1249896,1.679843,0.0173337683081626,0.3702467679977417,1.1539071,bcu,0.9843048329854274,0.9914706632577458,1.523881109264364e-05,0.0001190216938065179,0.003660153441939888,0.0013854906027310023,0.011988994710388057,0.006925900888927624,3.078005115155566e-05,9.89235567891884e-05
4FGL J0733.5+3517,0.396038,-0.9977401,-0.06719205,-11.820114,-12.491214,0.755316,1.723691,0.1927295476198196,1.5195980072021484,1.1068372,bll,0.9491265641238846,0.8760963232431332,5.745302775248774e-05,0.001278438205559627,0.00201518609552079,0.0017908132600064576,0.048592099125718054,0.11814074384115127,0.00020869762712409903,0.002693681450149329
4FGL J0733.5-5445,-0.27860716,-0.057114013,-0.99836767,-11.243451,-12.333506,1.2286849,2.116199,0.0543470047414302,1.4298713207244873,2.0186648,bcu,0.8111880524562268,0.6420738189512223,1.7749222554714548e-05,0.0006986597721883307,0.0017921768570931525,0.0036038269042966728,0.1862983177604216,0.34473378061967375,0.0007037037037037037,0.008889913752618874
4FGL J0733.6+3649,0.40385377,-0.999214,-0.039640374,-11.68084,-12.454406,0.8472286,2.160515,0.1047235801815986,1.1179192066192627,1.4973558,bcu,0.6743230982804277,0.5663838949371123,0.003733346945968425,0.0010476927924082222,0.00040926381377145115,0.0009331263295731224,0.3200075172162809,0.42741359839986026,0.0015267737435515362,0.004221687541045923
4FGL J0733.7+0205c,0.17991199,-0.8098925,-0.58657837,-11.593153,-12.193192,0.6065341,2.5804105,0.2276199609041214,1.5544575452804563,1.3007327,bcu,0.18369182881380214,0.0637355137836115,0.020708771929824572,0.0030218364144443013,0.0014035087719298247,0.0012227514397197762,0.7691560611814566,0.8937692469923088,0.025039829302987204,0.0382506513699155
4FGL J0733.7+4110,0.42328137,-0.9991862,0.0403344,-11.40678,-12.405274,1.1856962,1.8305721,0.0508316680788993,1.0931316614151,1.0555583,bll,0.9630814476532729,0.9828157153743647,0.0012655338179764582,0.00028859244304592547,0.00013780411521486204,0.0021626342643686403,0.03547071995882153,0.014483885481321233,4.4494454714239404e-05,0.0002491724368996083
4FGL J0733.8+0455,0.20247509,-0.83529097,-0.54980814,-11.283147,-12.227023,1.1728443,2.4051104,0.1306777894496917,2.578585624694824,2.1828272,fsrq,0.016546204220227987,0.023670818430202224,0.0,0.00022674836501106527,0.0,0.00011068333816367273,0.9834537957797721,0.9730985831026051,0.0,0.0028931667640180905
4FGL J0734.0+5021,0.45620736,-0.977145,0.21257387,-11.116759,-12.240769,1.4444157,2.2810988,0.1489743143320083,4.560844898223877,2.6652744,fsrq,0.07899183977626086,0.03565212139911945,0.003529411764705882,0.00023959100545268975,0.0011764705882352942,0.00020953926011325693,0.911596395517857,0.9629156116148802,0.004705882352941177,0.0009831367204344516
4FGL J0734.3-4448,-0.2037686,-0.21573538,-0.9764519,-11.759367,-12.340722,0.7331545,2.2305522,-0.0164515972137451,0.283663272857666,0.90533453,unas,0.7121760028295228,0.7012170135013095,0.008008784529715868,0.003507541169235826,0.017345437456153794,0.02133959913625021,0.23331635831411782,0.21427178212397802,0.02915341687048966,0.05966406406922655
4FGL J0734.4-7711,-0.40779853,0.32762918,-0.9448064,-11.102239,-12.156166,1.3617978,2.1866996,0.1341480016708374,3.854155778884888,2.2854958,bcu,0.3668247528679787,0.23169414690671358,0.004818036019806151,0.001487857101719888,0.003715962771153666,0.0014082164976792998,0.610606160621763,0.7549787550686695,0.014035087719298248,0.010431024425217724
4FGL J0734.7-1559,0.035125263,-0.6147774,-0.7887007,-10.33967,-11.860328,1.7903315,2.2612813,0.2735314965248108,15.771531105041504,0.93571436,psr,0.021333333333333333,0.0019872354544099597,0.261375,0.14271170496520827,0.10933333333333334,0.14002235406098004,0.021333333333333336,0.001963358977232868,0.5866250000000001,0.7133153465421688
4FGL J0735.0-7255,-0.38649285,0.25398096,-0.9672092,-12.148545,-12.707239,0.6745715,0.9688308,0.5372475385665894,2.618992328643799,1.1085016,unas,0.805019875905248,0.555539390226266,0.004648628584662978,0.0507096803924804,0.024348326482813532,0.02528584370413777,0.11323039606493408,0.24253764735560318,0.05275277296234128,0.1259274383215124
4FGL J0736.9-3231,-0.09714525,-0.39416707,-0.9190388,-10.9911175,-11.965578,1.1891797,2.6906564,0.3061870336532593,4.917175769805908,1.2323956,unas,0.06352346045081408,0.05690649694694747,0.19482456140350876,0.07341906699147592,0.0336842105263158,0.023400189385505206,0.2930694976388546,0.38845406516748693,0.41489826998050694,0.45782018150858445
4FGL J0737.3-8247,-0.43012002,0.42417118,-0.905582,-11.240428,-12.308123,1.2826096,1.7313106,0.066873550415039,1.903198838233948,1.1077952,bll,0.9900306565499588,0.9391648451482062,0.0012511608780138494,0.0010067011393277057,0.0001907320027406014,0.046653147540440684,0.008462091092162673,0.01073127227444639,6.535947712418301e-05,0.0024440338975790427
4FGL J0737.4+6535,0.4886415,-0.8710808,0.49113968,-11.884179,-12.5516,0.8237718,2.3027105,-0.0616275183856487,1.2342954874038696,1.3712107,unas,0.7898477277274086,0.8072892569080468,0.001814025199701532,0.000639103278966163,1.2203859334269856e-05,0.0015516799542198382,0.2049716189098104,0.18853634483456075,0.003354424303744953,0.0019836150242063233
4FGL J0737.7-8047,-0.42155448,0.39040288,-0.9206441,-11.864517,-12.44387,0.73347914,1.909912,0.0019710566848516,0.054627675563097,1.0734738,unas,0.9566133899962661,0.8867643393667433,2.7857569560169462e-05,0.001701411073164438,0.002843831342642652,0.018403248460091115,0.036227275946519685,0.0808105249229986,0.004287645145011254,0.012320476177002573
4FGL J0738.1+1742,0.31031147,-0.92817205,-0.37215137,-10.264515,-11.775946,1.9088647,1.9005545,0.0667591914534568,7.469470500946045,2.318931,bll,0.9093995007990627,0.9674065632630955,0.006666666666666667,0.0010268571916404287,0.02095238095238095,0.003917890531812617,0.05250526110569927,0.027171222500059867,0.010476190476190476,0.00047746651339161715
4FGL J0738.4+1539,0.29754162,-0.9146739,-0.4041925,-11.834571,-12.489075,0.75734085,1.0166581,0.2938161492347717,1.7102646827697754,1.0567642,bcu,0.916217226720535,0.95498694611998,0.007089136501963917,0.0010067395043708775,0.006037431348675888,0.0016760493388294521,0.04433208921351337,0.04148509532028967,0.026324116215312193,0.0008451697165300407
4FGL J0738.6+1311,0.28115505,-0.89713734,-0.44175178,-11.614475,-12.34322,0.75483596,2.5934315,0.0319774933159351,0.2701538205146789,1.3631325,unas,0.2687618460807715,0.14765823780684997,0.0007202216066481994,0.0009825380006699975,0.0014035087719298247,0.0009992788292415662,0.6989553365639735,0.8354935536125865,0.030159086976677015,0.014866391750651886
4FGL J0738.9-6736,-0.35176423,0.16435862,-0.98640066,-11.311682,-12.273699,0.84199166,2.589302,-0.0270082801580429,0.5373384356498718,1.7220215,fsrq,0.17047619047619053,0.05506124917068772,0.0,0.00048342195335289846,0.0,0.001750202635489628,0.7970833333333334,0.9224074534634903,0.0324404761904762,0.020297672776979542
4FGL J0739.2+0137,0.19726878,-0.7988041,-0.6015912,-10.164359,-11.926785,2.0211623,2.425491,0.0961959958076477,10.228788375854492,3.4489365,fsrq,0.02483150836092013,0.0345032639310803,0.0011990950226244345,0.0005729081153071864,0.0011764705882352942,0.0005155460257612704,0.9622046907341025,0.9594924310815818,0.010588235294117647,0.004915850846269286
4FGL J0739.6-4530,-0.19503699,-0.1976881,-0.98026496,-11.835204,-12.327471,0.71012926,1.8854532,0.4841034412384033,3.1009881496429443,0.94072425,unas,0.33241574053303236,0.17031917390860812,0.05663926479197509,0.11631593035547522,0.030864349686647318,0.019107581856446555,0.28246045917821494,0.2729287804565784,0.2976201858101304,0.4213285334228917
4FGL J0739.7+1743,0.3163569,-0.9272091,-0.37454408,-11.306537,-11.949812,0.7218256,2.5865903,0.082641415297985,1.2998515367507937,1.2807474,bcu,0.18842127333082284,0.09469509715214296,0.03580246913580249,0.0018095691864066159,0.04245614035087721,0.001168469855288775,0.6019991362825694,0.8781151767889246,0.13132098089992825,0.024211687017236815
4FGL J0739.8-6722,-0.34911004,0.16088687,-0.98697287,-11.884652,-12.4420185,0.87094194,-1.8134137,0.6318681836128235,2.482442617416382,1.1432413,bcu,0.9063793774974981,0.8842364617607334,0.002830846793583973,0.0023194165646026397,0.004546089945302834,0.08327583170539601,0.06744113330170243,0.022413388745467045,0.01880255246191258,0.007754901223800862
4FGL J0740.0-0753,0.123051375,-0.69980043,-0.71433836,-11.515714,-12.246602,0.76826566,2.533274,0.1434163749217987,1.5839861631393433,1.3714919,bcu,0.17235235354126852,0.10002739261087185,0.004869343447184789,0.002792273005708728,0.00017543859649122808,0.0016532337667798315,0.79647910440717,0.8479786878139156,0.026123760007885653,0.04754841280272395
4FGL J0740.4+7300,0.49127048,-0.78880537,0.61464304,-12.430897,-12.887882,0.56951904,0.09947169,0.7118536233901978,2.2459044456481934,1.2390618,bcu,0.7331304346356015,0.8484631309194363,0.0308866418459556,0.006699590839140135,0.01598473566150948,0.0029732307765267395,0.1593220557288565,0.13795373311861606,0.06067613212807686,0.003910314346281165
4FGL J0740.9+3203,0.40366182,-0.9909124,-0.13450888,-11.657243,-12.43606,0.85369253,2.2304177,0.034394945949316,0.5139874219894409,0.8873147,bll,0.8177181752160585,0.8160058684550368,0.0010378990444903586,0.0021545737992057297,0.001861280316942989,0.0044233968391219035,0.17195563357464974,0.1696188925274012,0.007427011847858527,0.007797268379234504
4FGL J0741.0+6618,0.49431208,-0.8639666,0.5035491,-11.548105,-12.492935,1.2900993,1.5818622,0.420711487531662,5.382312297821045,1.2597103,msp,0.13134353741496602,0.4716946357879321,0.7842942176870749,0.35917524781781257,0.0014285714285714286,0.009226752362130181,0.055790816326530615,0.13376405275551087,0.027142857142857142,0.02613931127661433
4FGL J0741.0+3226,0.40589297,-0.99180084,-0.12779298,-12.067516,-12.579988,0.7639832,-0.52170444,0.3716109097003937,1.9228814840316768,1.0107702,bll,0.9483669385262886,0.9815770202876215,0.0033587509077705156,0.0004265192203046213,0.00513806933429606,0.005183658728989224,0.04157558731306854,0.012581922478520373,0.0015606539185762968,0.00023087928456419734
4FGL J0741.0-5226,-0.24486162,-0.08623935,-0.9962745,-11.862116,-12.391426,0.7004144,2.1930046,-0.0595870092511177,0.8659273982048035,1.2988318,unas,0.7153564662923872,0.7570912961323689,0.0007868826468433109,0.0016203878397199312,0.008280322381747975,0.009147911762585746,0.2604785711605707,0.20162130593718655,0.015097757518450687,0.030519098328138886
4FGL J0741.2-5140,-0.23873207,-0.09838612,-0.9951483,-11.591972,-12.1146755,0.67171013,2.7552958,0.2331845611333847,2.012439012527466,1.0933937,bcu,0.11100186363344253,0.059341679986988485,0.017309941520467845,0.010615266039747549,0.004912280701754386,0.006509207047551508,0.76165318986569,0.7281042595257146,0.10512272427864533,0.19542958739999794
4FGL J0741.4-4709,-0.20344242,-0.1694188,-0.98554415,-11.2008295,-12.1128235,1.0769664,2.6815405,0.1174088269472122,2.0214900970458984,1.5644119,fsrq,0.04695160103054841,0.05133791693047586,0.003076923076923077,0.0015635182169099972,0.0015384615384615385,0.0024686980864753465,0.93150993743099,0.8840028401747054,0.016923076923076923,0.0606270265914334
4FGL J0741.9-4157,-0.16017807,-0.2483736,-0.9686643,-11.5704975,-12.158001,0.6802568,2.6346383,0.2274639755487442,2.2342681884765625,1.2830846,unas,0.08435106618276483,0.059794455558726374,0.01135802469135803,0.006970638805867509,0.0010526315789473684,0.003681402378696617,0.8623453476123009,0.807532173561389,0.04089292993462928,0.12202132969532045
4FGL J0742.1+4902,0.47238097,-0.9830908,0.1831186,-11.589222,-12.4377575,0.9725248,2.0016582,0.1270100623369217,1.3445255756378174,1.8328847,fsrq,0.5487614928895885,0.6921218646269266,0.00033236904914120104,0.0004632820500171691,0.0011199677938808373,0.0005526666641841335,0.448632867223684,0.3052522697317823,0.0011533030437055206,0.0016099169270898186
4FGL J0742.6+5443,0.4862383,-0.95657367,0.2914907,-10.682876,-12.180147,1.8027228,2.3063445,0.0796237811446189,5.532310485839844,3.4275532,fsrq,0.0369660250758649,0.054321192982058265,2.0242914979757085e-05,0.00018433223328670812,0.0,0.00028779913921789637,0.9619611004302081,0.9446808274683537,0.0010526315789473684,0.0005258481770832477
4FGL J0742.8-2822,-0.042609923,-0.44185415,-0.8970869,-10.817788,-11.949991,1.4227566,2.0716057,0.3335693776607513,8.180680274963379,0.9436944,psr,0.028250000000000008,0.007341668994923352,0.42228125000000005,0.3093136304953434,0.020999999999999998,0.06671389923203043,0.007000000000000001,0.005336772297453252,0.5214687499999999,0.6112940289802494
4FGL J0742.9-5242,-0.24252298,-0.07978342,-0.9968122,-11.288837,-12.084994,0.87902296,2.896255,0.246954545378685,3.0959322452545166,1.6407102,bcu,0.03755165692007799,0.016824932295364785,0.006666666666666668,0.002978741901115015,0.0007017543859649123,0.0011229420844733819,0.9094604044834312,0.9424896528861297,0.04561951754385968,0.03658373083291742
4FGL J0743.0-5622,-0.2695895,-0.020196484,-0.99979603,-11.407636,-12.267253,0.8723045,2.8744674,0.1438232660293579,1.624794840812683,1.4177728,fsrq,0.052021131786194795,0.02988346584735774,0.0009523809523809524,0.002047666774969512,0.0,0.0017805816301131097,0.934645534880472,0.9111690388607983,0.012380952380952381,0.055119246886761356
4FGL J0743.1+1713,0.32500124,-0.92176014,-0.38776058,-11.472396,-12.306237,1.0076712,2.2485347,0.0085403593257069,0.1870494782924652,1.0827414,bll,0.8748749056950439,0.8899756994624239,0.004562972234405402,0.0007670934621496177,0.0022334890879598906,0.003948614437488532,0.11029874840789687,0.10115823990704981,0.008029884574693957,0.004150352730888024
4FGL J0743.2+4034,0.44798774,-0.9997885,0.020564927,-11.691446,-12.413386,0.6606448,3.7537458,0.3048292994499206,1.194247126579285,1.0968972,unas,0.21825896521067867,0.016886431160063674,0.009527665317139002,0.0027907960687512477,0.007719298245614037,0.0029403508298132355,0.7170256332318147,0.9546745244165254,0.04746843799475381,0.022707897524846688
4FGL J0743.3-4912c,-0.21472433,-0.13471763,-0.990884,-11.404672,-12.164337,0.8436565,2.502733,0.0779691115021705,1.1330846548080444,0.47154948,bcu,0.37015303045665093,0.2164175985519361,0.011935022742040287,0.019999913871378304,0.0207069525666017,0.10422241684588002,0.48047769718439665,0.2153313550878644,0.11672729705031043,0.4440287156429414
4FGL J0743.6-3805,-0.12320154,-0.30326158,-0.9529073,-11.483284,-12.136115,0.7134565,2.1997085,0.1072070077061653,1.2726625204086304,1.6513147,bcu,0.398970723748141,0.1957937240490028,0.012813548130753022,0.0020234499075042,0.01008156130765373,0.0018208450489048495,0.4996558017274733,0.7547538343904034,0.07847836508597887,0.04560814660418501
4FGL J0744.0-2525,-0.012901624,-0.47940755,-0.8775924,-10.761637,-11.914995,1.5160934,1.746886,0.458021342754364,10.803962707519531,0.78620714,psr,0.0071428571428571435,0.002185241351773516,0.16761904761904764,0.3167866647190761,0.012857142857142857,0.03907984200127255,0.004285714285714286,0.0014083660401158662,0.8080952380952383,0.640539885887762
4FGL J0744.0+5033,0.48087257,-0.9774524,0.21115579,-11.920065,-12.571793,0.7670184,1.4525017,0.1145210787653923,0.9839228987693788,1.24256,unas,0.9744551892372032,0.9804085502466482,0.0004145880942463018,0.00026101675934484886,0.0019067788659075631,0.0007637497179360676,0.02268987829351384,0.018363831960640772,0.0005335655091291598,0.00020285131543053297
4FGL J0744.1-6211,-0.30874607,0.07686799,-0.9970413,-12.060487,-12.484118,0.7027645,-4.055354,0.8535103797912598,2.3739233016967773,0.9243016,bcu,0.8344435388255026,0.858316685176666,0.0056423384327751866,0.0032337351444735375,0.0527069457446095,0.10561894083029408,0.07799868956671924,0.02133602789633974,0.029208487430393622,0.011494610952226467
4FGL J0744.1+7434,0.49350923,-0.76886404,0.6394123,-11.36909,-12.412853,1.3251756,1.7607616,0.0106777409091591,0.2912835776805877,1.3123145,bll,0.9898490168706909,0.9914309669403756,0.0010831233973857945,0.00011147504732264206,0.006478628603476003,0.0022052561309597917,0.0025705076453928083,0.006164266518355323,1.8723483054518213e-05,8.803536298689211e-05
4FGL J0744.2-6918,-0.35475773,0.19659656,-0.9804845,-11.649629,-12.30617,0.96572065,1.9744277,0.155161440372467,1.9862573146820068,1.4768652,bll,0.7747751023807617,0.6315581927300061,0.003092731275744945,0.003239443258548266,0.004556358397801106,0.006934642080035096,0.21022450358609737,0.30759389694297706,0.007351304359594873,0.05067382498843347
4FGL J0744.4-1403,0.08728383,-0.6222612,-0.7828097,-11.508228,-12.1103525,0.71602315,3.47241,0.5986219644546509,2.781139373779297,0.89623433,unas,0.15697444076391442,0.017875748350460196,0.06502923976608192,0.021433557088914666,0.025614035087719308,0.00791978320286602,0.45271516787306276,0.8167923308388967,0.2996671165092219,0.13597858051886208
4FGL J0744.9-4028,-0.13915543,-0.2660774,-0.96395165,-11.476043,-12.297067,1.0774565,1.3777988,0.4966835677623749,4.8052978515625,1.1277815,unas,0.16276308488891889,0.2059541390545668,0.6453728688885223,0.46295716121666314,0.007368421052631579,0.02121004898655528,0.04831873996949981,0.09321546495908126,0.13617688520042753,0.2166631857831336
4FGL J0745.4-2447,-0.0026227066,-0.48537505,-0.8743061,-11.340844,-11.928894,0.6232006,4.1166654,0.974700391292572,3.419076919555664,1.1819311,bcu,0.04457115009746591,0.012646705107284774,0.1685380116959064,0.025686376190213356,0.02877192982456142,0.010582241907589614,0.4086174838806419,0.7975623281949061,0.3495014245014245,0.15352234860000616
4FGL J0746.0-0039,0.2050359,-0.7677314,-0.64077175,-11.665959,-12.297214,0.5719094,2.9628193,0.1125758588314056,0.8066708445549011,0.93755496,fsrq,0.16208333333333336,0.055956374263006335,0.01833333333333333,0.003580867575413349,0.01,0.0030331898123036756,0.5868589743589744,0.8167624435449116,0.22272435897435897,0.12066712480436498
4FGL J0746.3-0225,0.19186491,-0.74917036,-0.66237736,-11.349365,-12.233083,1.2297413,1.4218383,0.1142120286822319,2.4614858627319336,1.3467441,bll,0.9902643202600503,0.9884481891588086,8.32008517945177e-05,0.00023980716615174257,9.044626969270313e-05,0.0017805080798362217,0.008372861736078914,0.009300773395270726,0.0011891708823834884,0.0002307221999326732
4FGL J0746.4+2546,0.3886303,-0.96757925,-0.25256765,-11.15834,-12.21159,1.2179127,3.2187634,0.2586288154125213,4.087242126464844,1.9967434,fsrq,0.06713914283662181,0.012032578394193938,0.007058823529411765,0.0005893733073288177,0.003529411764705882,0.0006801000023125247,0.9046255630457312,0.9804332649826059,0.01764705882352941,0.006264683313558802
4FGL J0746.5+2730,0.39851037,-0.9749544,-0.22240466,-11.557406,-12.264775,0.9771703,2.6405082,0.2272142022848129,2.0757110118865967,1.6277206,fsrq,0.08196168734352466,0.03380572944859619,0.00125,0.0010736860457335048,0.0,0.0003008696357595299,0.9080383126564753,0.9573734428926259,0.008749999999999999,0.007446271977284675
4FGL J0746.5-0710,0.15321456,-0.6980083,-0.71608967,-11.2674,-12.181794,1.2241943,1.9135983,0.1845303475856781,4.147010803222656,1.3126959,bcu,0.8256072834631852,0.7877201715786118,0.05917357807383328,0.02328917814619677,0.008826281874801545,0.011459424638362506,0.0831170620826495,0.14991652599366437,0.02327579450553029,0.027614699643164282
4FGL J0746.5-4113,-0.14101379,-0.25232488,-0.96764255,-11.687494,-12.326655,0.800788,1.6590852,0.1276039183139801,1.3904906511306765,1.2189616,unas,0.912568050247469,0.8947333857756729,0.002831712078474115,0.0020551709757872074,0.014343378299335541,0.006069381983979423,0.06490451332107948,0.08637924339846374,0.005352346053641823,0.010762817866096688
4FGL J0746.6-4754,-0.19602783,-0.15044947,-0.9886177,-10.839518,-12.053036,1.5842749,1.8444754,0.0585029907524585,2.887507438659668,2.2558992,bll,0.9604795333161782,0.978867590208679,0.0012554824561403508,0.00016527890229887384,0.002509988994162121,0.001160177431039075,0.03575499523351919,0.019497108205757712,0.0,0.00030984525222534803
4FGL J0747.2-0736,0.15229453,-0.6921574,-0.72174656,-11.666964,-12.324225,0.82252216,1.812858,0.068688303232193,0.7659199833869934,0.9445268,unas,0.919849740461568,0.9358054454933774,0.002988091497138812,0.0010561737114225115,0.021184701460697817,0.0043849337069927965,0.04962702954639813,0.0552304131048365,0.006350437034197161,0.003523033983370787
4FGL J0747.2+4529,0.47574648,-0.9937414,0.111705005,-11.798054,-12.474435,0.7859349,1.1576402,0.3181292712688446,1.648502230644226,1.1575431,bcu,0.8967737881729407,0.9455409529127128,0.00847785299633087,0.001066059413675571,0.0030127470023726156,0.0011719671737354142,0.07358871259563002,0.05153270633963513,0.01814689923272556,0.0006883141602409203
4FGL J0747.3-3310,-0.069661304,-0.36772075,-0.92993623,-10.741934,-11.905143,1.3237827,2.2282908,0.0341660156846046,1.3808225393295288,2.1173286,bll,0.6457682936456111,0.2597565365148372,0.0024,0.0004098828391300511,0.07440000000000004,0.0025038699073284044,0.24783170635438886,0.7282625688006722,0.029599999999999994,0.009067141938032191
4FGL J0747.5+0905,0.2848964,-0.8567664,-0.51570463,-11.53622,-12.412586,1.0629865,1.873232,0.0426161400973796,0.897773802280426,0.7743751,bll,0.9805194029346895,0.968950064206395,3.206573968096721e-05,0.0006001631878226492,0.002942494153047695,0.005718403666785056,0.01644926504258268,0.023481682182247384,5.677212999914682e-05,0.0012496867567497395
4FGL J0747.5-4927,-0.20636937,-0.12523392,-0.99212724,-11.309276,-12.257173,1.1316481,2.133565,0.0172045417129993,0.4554522931575775,1.1519581,bll,0.9572779279737461,0.8849387749935345,0.0031582044018304643,0.0012865765870901272,0.009362740147566743,0.02685804918684256,0.02553660136982973,0.0739315139709314,0.004664526107026868,0.012985085261601498
4FGL J0747.6+7209,0.5003115,-0.79863113,0.6018208,-11.713286,-12.416564,0.8131271,2.5642364,0.0432337671518325,0.4198147058486938,1.3411846,bcu,0.3115697053998853,0.23455739380057475,2.5484764542936286e-05,0.0008766326281082589,0.0,0.0011066926374558577,0.6682795713006381,0.7577540327858278,0.02012523853493383,0.005705248148033431
4FGL J0747.8+7410,0.49783826,-0.77373976,0.6335036,-11.563218,-12.35018,0.72249293,3.2043233,0.0589005351066589,0.6250436305999756,1.507019,unas,0.057841348472295974,0.01463030644010052,0.00035087719298245617,0.00044137977302167016,0.00035087719298245617,0.00027338677298168715,0.9244942608212079,0.9814987948847251,0.016962636320531063,0.0031561321291710045
4FGL J0748.0-1638,0.077798314,-0.58491355,-0.8110956,-11.063947,-12.067806,1.1708009,2.7006361,0.1651606857776641,3.57560658454895,1.746745,bcu,0.059023217209999985,0.026122160411951298,0.003508771929824561,0.0016107053286436327,0.0010526315789473684,0.0007588817294114018,0.9304504670005262,0.9530883330610114,0.0059649122807017545,0.01841991946898221
4FGL J0748.3+8511,0.47269168,-0.6186394,0.78567505,-11.622226,-12.445633,1.171935,0.9207997,0.2034154385328292,3.558009624481201,1.2196711,bcu,0.9436580304066512,0.9824416546510667,0.023452370811607694,0.001133400391117958,0.0007533365085724677,0.0038760451725934064,0.027141744066446257,0.012248825423116316,0.004994518206722393,0.00030007436210581555
4FGL J0748.3+4928,0.48868766,-0.9821134,0.18829037,-11.534316,-12.377189,0.9610291,2.2972991,0.0792742744088172,0.7794314622879028,1.4668772,bll,0.5090283741075643,0.5055193707128529,0.0013513931888544891,0.0008011600050372908,0.003182094181767769,0.0011056980754514235,0.4823061377740233,0.48894036910930544,0.0041320007477902215,0.003633402097353112
4FGL J0748.6+2400,0.38644066,-0.9583105,-0.28572884,-11.06766,-12.250748,1.3167295,2.338205,0.0406860038638114,1.3226282596588137,2.1423852,fsrq,0.10192752926086261,0.15991577648401553,0.0,0.0001236658555004702,0.0,0.0003978191789863025,0.8980724707391374,0.8381913135068215,0.0,0.0013714249746762022
4FGL J0749.0-3904,-0.11547634,-0.2801605,-0.9599532,-11.555982,-12.171685,0.7330309,2.0237348,0.065020740032196,0.8596863746643066,0.9622668,bcu,0.7913100274020831,0.7152929159460593,0.009854035356038396,0.004707027876730236,0.03729789889254649,0.016028352082200874,0.11432994985757815,0.2084988090797594,0.04720808849175391,0.055472895015250386
4FGL J0749.0-2956,-0.03568243,-0.4096197,-0.91225636,-11.638728,-12.205573,0.744316,-1.3044862,0.5476324558258057,1.3462316989898682,1.0888432,bcu,0.46339703041935515,0.9472337374324309,0.09919034360746039,0.0011476469539028285,0.04888220255004269,0.026399097939473228,0.3051942987150612,0.022620161189893826,0.08333612470808062,0.002599356484299155
4FGL J0749.2+2314,0.38411954,-0.95397425,-0.2998885,-11.766914,-12.425866,0.8734355,2.0958655,-0.0311519708484411,0.533011794090271,0.7189969,bll,0.8731285409508702,0.9429238252836785,0.0011293433058406118,0.0008148419019603685,0.00017052623296592097,0.007001938292960374,0.1252144743493039,0.047225257388094015,0.0003571151610194368,0.00203413713330684
4FGL J0749.3+4453,0.47956514,-0.99513257,0.09854501,-11.38884,-12.301881,1.2458649,2.106485,0.1511359959840774,3.1112658977508545,1.7735822,bcu,0.484577614588897,0.5715996112057907,0.01524820936808037,0.0014939565779388921,3.15332349929183e-05,0.0010574061686847978,0.49706032235349473,0.42302870799496384,0.0030823204545353164,0.0028203180526218947
4FGL J0749.4+1058,0.3057887,-0.87051535,-0.49214134,-11.527761,-12.360878,0.9737229,1.8341501,0.0880902409553527,1.1871765851974487,1.095396,bll,0.9695500858391313,0.9540734487236255,0.0010842616466921339,0.000638292966604498,0.0021197246860141157,0.0017698164172128261,0.026133586549195426,0.04252497107763641,0.0011123412789671191,0.0009934708149206579
4FGL J0749.5+1026,0.30224565,-0.86611277,-0.4998486,-11.537536,-12.197029,0.66775477,3.2170033,0.2839075624942779,2.206885814666748,1.1413388,fsrq,0.07342222222222224,0.021312979442978518,0.02,0.003765016835449531,0.010666666666666665,0.0024706019103562875,0.8399111111111112,0.9350549112342236,0.056000000000000015,0.03739649057699215
4FGL J0749.6+1324,0.3233624,-0.8895886,-0.4567627,-11.557794,-12.273408,1.105375,1.9753573,0.374612420797348,3.32227110862732,0.9927944,bcu,0.3475125094478042,0.464929953533163,0.21085276611225107,0.08329127683568716,0.01510955544295358,0.014642920052345796,0.257051635344974,0.3391389906431695,0.16947353365201712,0.09799685893563459
